estimate,se,covers,bias,r_d,r_d_star,inflation,var_D,var_V,var_delta,var_D_tilde,cov_V_delta,decomp_check,learner,overlap_strength,complexity,seed,elapsed
4.042904768845696,0.08553570745624582,1,0.04290476884569561,1.0272669149415956,1.0,0.04208688382715832,0.23271509186013553,0.23271509186013553,0.009794253035944,0.23906051447551147,-0.0017261676647660437,0.23905700956654743,xgboost,0.0,linear,22,0.39798712730407715
3.6714641507239967,0.1433751951967225,0,-0.3285358492760033,1.003131796433232,1.0000000000000007,0.0003479773814702048,0.23695534540956986,0.23695534540957,8.245510062099002e-05,0.23769744131515883,0.0003301555858198178,0.23769811168183064,lasso,0.0,linear,23,0.11834096908569336
3.84030413041668,0.09373125250180979,1,-0.15969586958332016,1.0451726542185829,1.0000000000000007,0.037845176171752426,0.23695534540956986,0.23695534540957,0.00896761679186362,0.2476592472930012,0.0008690248044685602,0.24766101181037073,xgboost,0.0,linear,23,0.40107107162475586
3.925157166284537,0.19994791468779635,1,-0.07484283371546319,1.0058983662633416,1.0000000000000002,0.0029274660420564734,0.2378664742714319,0.23786647427143195,0.0006963460259733167,0.23926949785845453,0.0003536978646512143,0.2392702160267077,lasso,0.0,linear,24,0.11675429344177246
3.9327970538663535,0.1123839178986596,1,-0.06720294613364652,1.0418844125463342,1.0000000000000002,0.03713951537529638,0.2378664742714319,0.23786647427143195,0.008834245578471386,0.24782937181075854,0.000564899482440257,0.24783051881478385,xgboost,0.0,linear,24,0.40269899368286133
4.120148756615415,0.1138056055964294,1,0.12014875661541513,1.0023479427549196,1.0,0.0002608825283243895,0.23852817645391533,0.23852817645391533,6.222783374990353e-05,0.23908822695766446,0.00024916429367339394,0.239088732875012,lasso,0.0,linear,25,0.12511897087097168
4.06812075145024,0.07725065223439542,1,0.06812075145024021,1.052031796887478,1.0,0.035334400070815404,0.23852817645391533,0.23852817645391533,0.008428250014984696,0.2509392260831059,0.0019934235873947416,0.2509432736436895,xgboost,0.0,linear,25,0.39417481422424316
3.8654165331337587,0.2082864767752813,1,-0.13458346686624134,1.002404983441098,1.0000000000000002,0.0002672203823441791,0.23528150686696378,0.2352815068669638,6.287201422350466e-05,0.23584735499497542,0.0002517436341876106,0.23584786614956252,lasso,0.0,linear,26,0.12206101417541504
3.9500384133745277,0.11787872634536306,1,-0.04996158662547234,1.03913230742649,1.0000000000000002,0.05167990856391265,0.23528150686696378,0.2352815068669638,0.012159326761664275,0.24448861512544964,-0.0014776093626172636,0.24448561490339357,xgboost,0.0,linear,26,0.3947632312774658
3.971102015019234,0.13804617761768978,1,-0.02889798498076601,1.0007095476294043,1.0000000000000007,7.883862548934297e-05,0.23695534540956986,0.23695534540957003,1.8681233734442984e-05,0.2371234765131799,7.480087491230233e-05,0.2371236283931291,lasso,0.0,linear,27,0.12138533592224121
3.906962297763604,0.08392318853552691,1,-0.09303770223639596,1.037921713310941,1.0000000000000007,0.03964169198239534,0.23695534540956986,0.23695534540957003,0.009393310816308264,0.2459410980856866,-0.00020398616264670917,0.24594068390058488,xgboost,0.0,linear,27,0.4002199172973633
4.13148231223371,0.1967222753737852,1,0.1314823122337101,1.0141009357529078,1.0000000000000002,0.002915063370511228,0.2428137803086913,0.24281378030869133,0.0007078175568332265,0.24623768182474484,0.0013594221035731842,0.24624044207267093,lasso,0.0,linear,28,0.14685487747192383
